order_id,customer_id,order_date,status,shipping_address,shipping_city,shipping_state,shipping_zip,shipping_cost,total_amount
279,613,2024-11-25,delivered,4859 Murphy Valleys Apt. 657,Port Brianchester,DC,69154,16.64,2111.32
280,548,2025-07-27,cancelled,29081 Ronald Station Suite 293,Jessicachester,CO,26028,23.47,513.12
281,891,2025-04-01,delivered,00374 David Drive Apt. 969,Johnsonfort,NH,90187,15.87,2143.55
282,810,2025-03-13,shipped,5562 Barbara Haven,Perrychester,PR,92768,19.03,4860.67
283,832,2025-06-26,cancelled,7859 Bethany Crest Apt. 959,West Nicholasborough,GU,17299,16.88,2328.72
284,937,2025-04-04,pending,51031 Farrell Burg Suite 033,Port Stacyview,MT,63946,7.19,2684.52
285,255,2025-10-17,shipped,968 Dennis Manors Suite 108,New Donnaland,AL,62084,8.33,3040.65
286,628,2025-07-11,pending,2248 Bell Junctions Suite 034,West Laura,CO,58052,16.26,206.91
287,661,2025-09-04,delivered,003 Velasquez Road,West Nicolebury,SD,29241,24.34,2362.86
288,340,2025-10-31,delivered,437 Henry Circle Suite 368,Jasonburgh,NY,52796,7.12,3972.73
289,101,2025-08-04,shipped,341 Lindsay Dam Suite 641,Gomezton,NE,39410,9.44,3788.95
290,765,2025-01-29,cancelled,54069 Wood Harbor,South Melissa,OH,23628,16.16,2992.39
291,705,2025-04-28,cancelled,3930 Bonnie Roads Apt. 241,South Thomasstad,MI,92721,9.42,2419.55
292,384,2025-01-22,delivered,17421 Matthew Cove Apt. 693,Smithshire,NM,05670,14.26,4236.46
293,696,2025-05-04,cancelled,1310 Crystal Port Suite 886,West Brooke,CT,18943,18.81,505.67
294,155,2025-02-03,shipped,6745 Steven Stravenue Suite 096,Wendyberg,MN,54709,24.95,2419.89
295,495,2025-01-28,pending,60312 Kimberly Common Suite 423,West Martinview,AR,32593,10.91,1682.35
296,943,2025-01-02,pending,54642 Michael Port Apt. 271,Lake Albert,ME,36523,7.32,961.79
297,964,2024-12-11,processing,8629 Romero Field,Lake William,LA,42854,11.97,2284.24
298,352,2025-01-22,delivered,91660 Horton Spurs,Lake Bethanyshire,PW,30009,20.69,1341.89
299,534,2025-08-08,delivered,17215 Amanda Greens Suite 440,North Louisbury,SD,12315,11.97,83.77
300,100,2025-11-04,delivered,26492 Eric Expressway,Cynthiastad,VI,04981,19.44,2608.76
301,464,2025-09-30,shipped,934 Coleman Harbors,Isaacborough,FL,42332,6.34,2679.34
302,46,2025-01-24,pending,4226 Brown Heights Suite 351,Michaelport,VA,88712,5.45,2335.09
303,352,2025-04-10,pending,55385 Bailey Parkway Suite 991,East Sarahfort,NH,90160,18.54,676.6
304,169,2025-10-20,processing,995 Lewis Rest Apt. 113,Port Amandaborough,FL,97036,15.32,395.41
305,566,2025-09-15,processing,16176 Michael Course,Clarkville,SC,04448,11.62,2727.38
306,437,2025-01-06,delivered,12652 Aaron Centers,Campbellside,OH,87138,9.64,144.24
307,415,2025-07-10,processing,05484 Joshua Gardens Apt. 086,Jenkinshaven,SD,10628,8.73,3019.39
308,674,2025-03-08,delivered,362 Nancy Garden,New Theresa,MS,36677,12.91,2632.92
309,756,2025-08-23,cancelled,9465 Alexis Hills Suite 073,West Steven,CO,54076,22.66,2804.09
310,461,2025-01-19,cancelled,7269 Michael Fords,North Carolyn,SD,53558,13.59,87.53
311,5,2025-04-14,processing,50701 Kendra Bridge Suite 075,East Dustin,DC,89535,9.12,5413.49
312,771,2025-03-07,pending,931 Palmer Isle Suite 873,Brianstad,IN,71291,16.55,509.33
313,819,2025-04-06,cancelled,677 Emma Well Suite 379,Gilesberg,OH,05632,8.74,3593.39
314,334,2025-01-26,processing,99946 Mckenzie Corners Apt. 357,East James,RI,36126,14.15,1080.71
315,269,2025-11-04,delivered,83406 Nicholas Road Suite 364,Charlesside,PR,62586,15.55,4456.65
316,655,2025-08-30,shipped,459 Martinez Plain Apt. 680,New Kathleenburgh,AK,58022,16.94,1528.38
317,626,2025-06-20,delivered,8175 Yu Via Suite 391,Port Tamara,MI,42645,16.74,1779.85
318,357,2025-01-02,shipped,03089 Nielsen Street Suite 602,Mccartyfort,AR,26574,21.91,2523.12
319,633,2025-10-30,processing,15836 Bernard Squares,New Madison,NC,96792,21.27,964.47
320,723,2025-09-25,shipped,3604 John Dam Apt. 750,Zunigaton,UT,77887,23.37,1881.79
321,605,2025-02-28,pending,88806 Jones Fort Apt. 914,New Richard,ID,02547,18.44,978.47
322,321,2025-04-25,pending,638 Phillips Villages Apt. 078,East Shannonview,RI,16545,9.77,1899.35
323,120,2025-05-04,processing,8988 Jeffrey Rapid Apt. 627,West Colleenport,SD,16093,12.47,426.2
324,145,2025-05-22,cancelled,2333 Daniel Parks Apt. 900,South Donald,GU,89624,12.77,575.89
325,611,2025-03-05,processing,94195 James Overpass Suite 552,Lake Alanstad,RI,22657,16.5,3872.32
326,434,2025-07-05,processing,0839 Margaret Drives Suite 303,South Williambury,SC,65641,14.73,1000.89
327,551,2024-12-07,processing,2946 Dwayne Knoll Suite 981,East James,GU,15885,16.1,2110.14
328,502,2025-07-21,shipped,08992 Powell Springs,North Kellytown,PR,22793,7.81,990.93
329,323,2025-08-06,delivered,08040 Stephen Loop Apt. 778,East Margarethaven,OR,33254,17.39,2204.35
330,887,2025-02-10,shipped,5422 Elizabeth Corner,Beckerhaven,DE,51395,24.04,408.13
331,497,2025-01-17,processing,427 Cox Meadows,Samueltown,NJ,56091,8.9,783.62
332,394,2025-01-07,cancelled,63502 Justin Corner Apt. 611,Nancyton,WA,51583,15.11,853.15
333,507,2025-10-29,delivered,8200 Avila Square Apt. 445,South Colinport,GU,53919,18.69,2732.72
334,426,2025-03-14,delivered,92387 Linda Falls Apt. 236,Gonzalestown,PA,72755,14.77,1228.73
335,85,2025-06-08,cancelled,42517 David Valleys Suite 881,North Nathaniel,PW,46390,5.62,2203.65
336,780,2025-11-12,processing,993 Nancy Parkways Suite 130,South Christopherside,NC,04002,10.84,1001.8
337,282,2025-03-05,processing,21261 Brittany Square,South Hannahton,VT,18436,15.75,1438.64
338,173,2025-08-05,delivered,4697 Dixon Fields Suite 931,Lindseyborough,UT,40337,16.31,1965.11
339,792,2025-05-31,delivered,7490 Gonzales Oval Apt. 771,Matthewport,NC,75900,15.99,4208.1
340,116,2025-07-23,cancelled,22469 Hall Valleys Apt. 589,Smithborough,VT,85079,7.28,439.52
341,794,2025-07-02,cancelled,43092 Moore Via Suite 824,North Lindastad,FL,09713,21.47,1270.85
342,376,2025-04-26,cancelled,101 Allen Ford,West Kristina,CT,45364,21.45,4449.42
343,43,2025-07-12,delivered,999 Saunders Views Apt. 903,Port Paulmouth,WI,23608,15.93,2867.64
344,436,2025-09-16,pending,858 Johnson Garden,Jeremyshire,AK,89839,19.72,2544.47
345,670,2025-06-01,processing,346 Zimmerman Junction Suite 015,Sandraberg,TN,82842,10.95,3348.87
346,34,2025-05-12,delivered,7720 Jennifer Square Apt. 688,New Barbaraview,IN,41588,10.26,2891.84
347,883,2025-10-13,pending,201 Burns Mission,East Nancyshire,KY,85965,13.78,2443.5
348,121,2025-11-06,processing,53091 Jacqueline Stream,Port Seanfurt,MO,23913,9.2,2601.99
349,756,2024-12-01,cancelled,272 Bernard Harbors Suite 099,Ruizstad,AL,59943,18.78,2104.88
350,882,2024-12-06,cancelled,92526 Craig Lakes,Heathermouth,MA,58699,17.66,2325.14
351,170,2025-04-11,cancelled,20056 Parks Key,North Kara,KS,03175,7.78,827.05
352,212,2025-05-08,processing,93872 Hodge Mountains Suite 933,Christineburgh,LA,22419,21.11,1393.71
353,584,2025-01-23,shipped,8232 Collin Mountains Apt. 063,Warrenland,UT,16516,15.65,2282.39
354,612,2025-05-31,cancelled,395 Lee Road,Shellyfort,UT,90952,8.37,1666.13
355,721,2024-12-11,shipped,38405 Logan Glen Apt. 931,Robinsonbury,WA,25681,10.79,3986.59
356,274,2025-03-12,cancelled,96233 Nelson Spring Suite 938,East Tammy,IL,58927,24.71,941.39
357,696,2025-07-19,pending,35805 Cheyenne Village Suite 981,Stephanieside,AL,42898,7.71,1052.99
358,769,2025-10-24,delivered,55674 Turner Vista Apt. 730,South Johnport,NH,05502,23.38,799.65
359,284,2025-02-22,processing,42804 Cassandra River Suite 476,East Cynthia,NH,64542,19.03,3352.08
360,136,2025-08-22,processing,047 Daniel Ville,East Veronicachester,VI,01933,7.92,520.94
361,330,2025-10-14,processing,179 Smith Isle,Rileymouth,IL,13568,20.23,1781.74
362,693,2024-11-20,delivered,271 Stephanie Expressway,West Michael,NC,37503,14.79,1781.77
363,592,2024-12-09,shipped,22211 Makayla Parkways,Jensenland,OH,53561,17.56,2631.19
364,385,2025-04-20,delivered,0941 Riggs Park,Port Johnny,MT,73564,6.51,2060.97
365,814,2025-03-17,pending,3698 Connie Keys Apt. 405,West Tyler,LA,75219,13.06,1543.63
366,768,2025-01-18,shipped,81079 Joseph Lodge,Charlesbury,OR,87834,18.89,4340.63
367,899,2024-11-22,shipped,267 Castaneda Villages Suite 339,Andersonshire,OR,74562,14.09,5378.77
368,500,2024-12-11,shipped,271 Lopez Dam,Youngburgh,VA,18770,16.64,722.4
369,890,2025-10-12,pending,617 Omar Circles,Port Tracey,MP,25336,19.62,4550.04
370,470,2025-03-17,shipped,8105 Kenneth Islands,East Leeside,IL,48530,22.0,4125.23
371,815,2025-03-06,cancelled,35796 Kyle Greens,Andrewmouth,NH,77086,12.95,1597.51
372,992,2025-06-09,delivered,15227 Daniel Springs Suite 465,Sharonfurt,MN,31524,21.5,3098.18
373,507,2024-11-16,shipped,68652 Eric Hollow,Port Andrew,LA,21436,11.46,311.86
374,291,2025-01-06,shipped,0428 Mason Island Apt. 136,Taylormouth,AK,73982,15.95,1354.07
375,134,2025-06-26,cancelled,008 Jacobson Spurs,Morrisland,FM,75145,22.05,2813.13
376,808,2025-02-03,shipped,446 Robinson Brooks Apt. 912,New Tracymouth,PW,68610,22.88,5047.08
377,781,2025-01-30,pending,1786 Alexander Streets Apt. 799,Jensenview,OH,28429,5.92,1985.59
378,642,2025-01-15,delivered,074 Richard Road Apt. 175,North Stevenstad,KY,59671,5.33,2019.29
379,952,2025-09-18,processing,16815 Lee Meadow,Jessicachester,OH,01376,13.83,3376.13
380,1,2024-12-25,delivered,39081 Daniel Skyway,Scottmouth,RI,44050,9.05,3766.5
381,706,2025-03-01,processing,88885 James Overpass Apt. 193,West Michelleside,WY,02735,22.64,2072.35
382,310,2025-05-22,processing,296 Jennifer Haven Suite 208,Hallside,ME,29409,22.49,4516.8
383,898,2025-01-02,shipped,6343 Fisher Parkway,Lake Michael,GU,32478,6.87,4460.18
384,370,2025-05-17,shipped,7432 Rubio Valley Suite 553,West Anthony,PW,45650,6.65,2880.68
385,681,2025-07-25,processing,39074 Wright Ports Suite 920,Port Teresa,HI,16680,6.04,3688.01
386,641,2025-08-22,shipped,703 Cynthia Run,New Walter,ND,80147,19.52,123.56
387,774,2025-08-05,processing,260 Cynthia Dam,South Melanieville,AK,99427,13.58,1279.52
388,94,2025-09-15,pending,06977 Rogers Dam Apt. 863,Ruizfurt,VA,39236,5.02,4661.86
389,489,2025-01-05,pending,572 Zachary Shores Apt. 436,South Tammyport,MP,25037,7.65,3776.46
390,232,2025-08-10,cancelled,869 Bonnie Corner,New Natashaville,PW,62700,18.6,688.84
391,10,2025-03-02,pending,275 Tyler Branch Apt. 410,Lake James,PR,51175,18.91,2281.79
392,837,2025-08-22,pending,1169 Travis Run Apt. 389,Lake Jennifer,TN,29857,24.76,4763.3
393,433,2025-10-27,processing,490 Ryan Islands Suite 168,Hernandezbury,CA,79250,14.55,4007.21
394,235,2024-11-23,delivered,85540 Todd Terrace,Justinfort,VI,03495,6.79,782.27
395,826,2025-10-01,pending,717 Webb Rapid,Port Maryfort,RI,24432,7.06,2252.51
396,377,2025-02-10,shipped,37362 Angel Isle Suite 620,Jacksonchester,GU,79583,7.74,1498.53
397,793,2025-02-09,processing,521 Thomas Forges Suite 639,Shellyside,NM,37456,17.83,2661.67
398,694,2025-01-20,processing,49093 Thomas Throughway Apt. 634,Kevinborough,AL,33419,6.37,1441.7
399,577,2024-12-23,pending,4589 Smith Ranch,Lake Shawn,WY,22662,17.21,1664.41
400,169,2025-06-02,delivered,6680 Lee Junction Suite 107,South Williamchester,MI,42929,12.02,4782.95
401,219,2025-09-18,processing,4722 Chase Loop,Kristyton,FL,02166,23.4,836.8
402,631,2025-10-14,delivered,7966 Bailey Common Apt. 434,Stevenmouth,MP,97582,22.2,1782.32
403,89,2025-04-01,pending,69663 Dunn Meadow,East Tamaratown,MP,34704,7.8,1326.53
404,127,2025-10-29,cancelled,6740 Harvey Valley Apt. 692,Mariaville,CO,45975,19.6,911.26
405,360,2025-07-12,delivered,2927 Crystal Lodge Apt. 480,Ryanfort,PW,80270,11.29,2137.69
406,144,2025-02-01,processing,395 Edward Mountain,Woodwardburgh,TX,51002,10.54,1606.36
407,87,2025-01-25,processing,1350 Hannah Rest,Warrenmouth,CO,39792,16.07,2279.86
408,615,2025-09-08,cancelled,11906 Avery Forks,Stephensburgh,TX,31368,10.7,1516.26
409,964,2025-04-28,pending,6115 Schmidt Haven Suite 384,North Aprilland,MP,08644,21.96,631.36
410,675,2025-03-23,shipped,24076 Olson Lane,New Amandafurt,LA,46814,9.11,5814.09
411,622,2025-01-25,cancelled,3310 Carson Views,Samueltown,ID,11803,8.77,52.8
412,402,2024-11-27,shipped,3533 Baker Groves Suite 127,Timothyshire,ND,72882,17.92,1475.48
413,803,2024-11-18,processing,09935 Rachel Cliffs Apt. 098,Benitezstad,MA,41423,14.9,1169.9
414,116,2025-10-20,processing,0047 Vega Mount Apt. 128,New Stephenborough,KY,13574,14.99,884.66
415,609,2025-10-18,pending,3861 Christopher Pines,North Dale,ID,45475,15.57,1832.61
416,13,2025-08-15,shipped,8005 Orozco Pass,Leeside,TN,38314,23.68,3167.05
417,136,2024-12-14,delivered,84194 Gonzales Loaf Apt. 579,East Gary,VA,08764,22.22,1533.86
418,583,2025-08-22,delivered,576 Gonzalez Rest,East Mark,DC,92156,12.31,1566.29
419,700,2025-02-18,processing,78631 Steven Light Suite 687,Tannermouth,UT,27020,20.25,3139.69
420,978,2025-05-02,pending,8808 Stevenson Rapid Suite 652,South Melissaborough,UT,84383,5.33,3299.44
421,70,2025-07-01,pending,648 David Isle Apt. 184,Lake Julie,MS,40400,10.24,168.36
422,41,2024-12-28,pending,20583 Lane Islands,Ingramhaven,AK,91683,23.97,502.75
423,408,2025-05-27,cancelled,62738 Scott Views Apt. 670,Thomastown,RI,11054,10.73,4356.98
424,730,2025-09-29,cancelled,926 Clinton Station Apt. 956,Port Nicholasshire,RI,31630,20.34,1396.62
425,434,2025-08-05,delivered,36736 Mcdaniel Stravenue,North Karenfort,IL,16140,6.65,3043.1
426,550,2024-12-08,cancelled,27221 Allen Cliff,Phillipsville,RI,78375,17.32,2237.51
427,285,2025-09-20,pending,733 Meadows Brook,Amberbury,MD,38595,11.2,1468.07
428,524,2025-04-21,processing,26624 Bonnie Ramp,Levinefurt,GU,29725,24.49,2093.12
429,160,2025-06-17,cancelled,2663 Warren Road Apt. 228,North Jacobbury,SD,62421,11.54,1996.89
430,601,2024-12-03,pending,93141 Caldwell Spurs Apt. 612,New Jeff,OH,12420,11.2,1480.28
431,448,2025-06-01,processing,4975 Haley Springs Suite 238,Annmouth,FL,46121,6.16,891.1
432,89,2024-11-20,delivered,1322 Shannon Squares Apt. 903,East Kylefurt,ME,38721,7.32,3277.02
433,627,2025-10-13,cancelled,153 Belinda Isle,Port Teresa,ID,91227,6.1,519.28
434,683,2024-12-31,processing,0901 Yvonne Cliffs Suite 893,Evanston,IA,89035,7.39,3480.41
435,725,2024-12-02,processing,7991 Justin Points,South Courtneytown,MS,45954,19.03,1344.49
436,168,2025-04-06,delivered,74726 White Hollow,South Ambermouth,NM,20048,24.06,1508.12
437,536,2025-05-08,cancelled,386 Dunn Spurs Suite 073,Deborahberg,CT,70940,20.66,4688.72
438,739,2025-10-09,shipped,893 Ray Rapids,Port Kimberly,VA,65827,8.34,862.94
439,130,2025-06-11,shipped,42056 Shaw Motorway Apt. 526,Stewartfurt,MI,23630,19.66,1095.82
440,121,2025-06-28,pending,3036 Albert Brook,Courtneytown,GU,96612,11.7,2368.91
441,440,2025-03-14,shipped,19950 Claudia Underpass,Jacksonview,VI,55349,15.48,2212.8
442,270,2025-01-04,cancelled,7520 Berry Track,Maryland,MN,65688,17.55,6059.82
443,509,2025-08-07,delivered,742 Norton Haven,Lake Mark,OR,13073,15.22,3128.18
444,57,2025-06-29,delivered,746 Davis Place Suite 656,Lake Daniel,MO,04379,22.19,1478.35
445,171,2025-08-30,shipped,888 Lambert Ports,Grantport,CT,91462,8.15,503.63
446,792,2025-09-28,pending,63528 Nancy Parkway Apt. 823,West Jameston,TN,20435,22.89,1266.33
447,691,2025-03-20,pending,29890 Martin Mall,New Timothyburgh,FM,41911,9.57,648.97
448,522,2025-02-07,pending,0997 Santos Throughway Suite 161,North Debra,DE,60705,5.88,3570.69
449,884,2025-10-17,pending,2666 Adams Dam,East Natalie,PR,30336,9.89,249.59
450,484,2025-10-15,shipped,4611 Bradley Trace Suite 495,Velasquezland,NV,01871,12.66,407.01
451,154,2025-02-28,processing,415 Paul Crossing Suite 518,North Robin,IN,20309,23.62,2247.1
452,879,2024-12-17,pending,670 Petersen Cove,Phillipville,AL,08149,16.06,1918.17
453,936,2025-10-17,delivered,0768 Jones Wells,Wendyton,SD,56184,9.49,1614.24
454,255,2025-02-26,delivered,8445 Jennifer Dale,South Kimberly,DC,82036,23.32,2934.92
455,328,2025-02-16,shipped,981 Megan Meadows,Lisafort,GA,88415,21.52,2966.68
456,586,2025-02-19,shipped,59574 Howell Terrace,East Robyn,MI,76654,7.39,2498.64
457,690,2025-06-12,pending,45823 Wayne Creek,Garzafurt,WA,58057,8.59,2589.3
458,824,2025-08-20,cancelled,929 Kyle Union Suite 680,Taylorfort,TN,75284,24.63,4126.29
459,977,2025-04-23,delivered,15463 Jimenez Manors,North Jay,NE,02112,6.38,295.03
460,477,2025-04-20,shipped,944 Burton Falls Suite 245,Elizabethfurt,PA,77480,20.47,3555.28
461,319,2025-06-14,shipped,1194 Emily Stravenue Apt. 639,Osbornland,ME,36110,6.73,532.67
462,468,2025-05-12,pending,997 Barrett Club Suite 459,Wendyfurt,CO,35028,12.38,3597.1
463,299,2024-11-27,cancelled,4184 Maria Divide Suite 405,West Derek,PA,29472,20.69,505.6
464,758,2025-09-17,cancelled,6973 Mark Motorway,North William,KY,44711,9.85,3126.85
465,378,2025-09-07,cancelled,61691 Zavala Glens,Lake Jeanette,KY,45748,24.44,1906.84
466,792,2025-07-06,processing,9180 Edwards Greens,Williamschester,MP,99560,19.65,2450.18
467,560,2025-06-05,processing,02962 Lisa Street Suite 336,Brandonshire,NV,53996,8.01,1288.66
468,955,2025-01-05,delivered,1288 Sara Views,Sancheztown,VA,74987,5.48,1525.2
469,555,2025-04-10,shipped,54077 Ryan Vista Apt. 682,West Jasonhaven,CO,18196,17.72,3402.99
470,711,2025-11-13,pending,17742 Herrera Row Suite 378,Mooreberg,NH,46289,24.02,4139.01
471,2,2025-05-15,delivered,0650 Payne Views,Jasonchester,FM,39529,21.98,2211.86
472,745,2025-04-23,shipped,488 Morgan Squares Suite 073,New Cynthia,MI,49793,7.08,2262.08
473,543,2025-09-10,processing,28171 Amy Divide,New Josephborough,ID,34168,13.4,1822.16
474,985,2025-06-09,pending,5933 Ramos Plains Apt. 588,Matthewshire,AZ,88666,24.45,2006.36
475,146,2025-05-31,shipped,813 Karen Spurs Apt. 196,Frankfurt,TN,37350,6.86,2906.06
476,944,2025-04-27,processing,56638 Rebecca Expressway,South Alan,MO,89445,22.95,429.85
477,533,2025-10-02,delivered,7730 Levine Prairie Suite 077,Lake Donaldchester,ND,12203,19.02,1172.86
478,382,2025-07-17,delivered,3632 Christopher Key Suite 612,West Jessicaland,VA,23533,24.49,713.21
479,87,2025-07-05,cancelled,731 Blair Villages Suite 926,Erinville,ND,43903,6.91,6086.69
480,137,2025-07-27,delivered,02315 Craig Squares,New Sharonland,FL,41195,6.5,3216.1
481,582,2025-10-17,pending,18435 Bowers Bridge,South Luisberg,NJ,25211,13.7,1691.83
482,988,2025-05-22,processing,5845 Lee Springs,Maryport,WA,01405,9.74,2537.4
483,268,2025-08-10,shipped,0656 Karen Green,Port Carolynstad,TX,21164,23.52,3643.45
484,403,2024-12-18,shipped,96229 Jeremy Springs Suite 671,Josephland,TN,58188,11.36,2807.18
485,279,2025-01-21,processing,3076 Griffin Shoal Suite 001,Stevenchester,PW,51050,6.49,481.94
486,208,2025-06-15,processing,59607 Dustin Vista Apt. 847,Howardberg,FM,04295,20.6,3288.93
487,599,2025-08-20,pending,2247 Amanda Field Apt. 437,North Rachelmouth,SD,69059,8.11,615.54
488,169,2025-01-20,delivered,600 Stewart Mount,Rogersberg,GA,10205,14.32,4344.58
489,417,2025-04-28,pending,6774 William Flats,Lake Conniefurt,ID,90899,15.72,465.32
490,988,2025-07-15,processing,426 Sara Mews Apt. 891,West Matthew,PA,99423,14.04,2175.44
491,475,2025-08-04,shipped,2728 Clayton Creek Suite 147,Lopezbury,NY,05330,22.05,2755.77
492,93,2025-01-09,processing,94618 Ford Orchard Apt. 641,West Samanthaton,KS,87266,21.15,3877.69
493,312,2025-07-17,cancelled,93632 April Street,New Seth,AS,67430,5.81,1415.21
494,856,2024-11-14,shipped,47209 Burns Gardens,Hughesstad,CA,82250,7.97,1812.17
495,729,2025-04-19,processing,6703 Timothy River,West Jesseside,IA,81368,24.37,1826.44
496,406,2025-10-28,cancelled,53083 Margaret Trace Apt. 146,Hullstad,CA,11362,5.98,4239.12
497,307,2025-10-29,shipped,0322 Bowen Ridge,East Nicholasport,FM,26095,21.4,3085.81
498,179,2025-04-26,pending,7663 Smith Corner Apt. 758,Jennaburgh,NM,58265,24.04,2726.11
499,876,2025-03-28,delivered,9227 Christopher Ramp Apt. 467,Cherylfort,MP,81236,16.12,270.19
500,564,2025-07-01,processing,71193 Wilson Mountain,New Stephenville,MT,41567,6.89,4512.76
501,105,2024-12-02,processing,0376 Jay Estates,Elijahville,NE,76563,7.43,5393.33
502,64,2025-10-02,processing,84554 Cynthia Valleys Suite 244,Reedborough,WY,81746,7.61,2103.33
503,844,2025-09-15,delivered,920 Justin Path Apt. 923,Bishopburgh,MN,89271,12.44,654.29
504,646,2025-06-10,pending,650 Butler Crest Apt. 655,Gomezland,MI,04318,16.65,2142.69
505,266,2025-02-08,pending,8180 Robert Shoal Apt. 567,Barrettburgh,SC,14257,5.44,798.46
506,67,2025-01-20,processing,08438 Sally Street Suite 399,South Alyssa,WI,32458,23.05,1046.2
507,455,2025-04-16,processing,99787 Maria Circles,Port Patricktown,UT,87037,6.84,2801.66
508,868,2025-08-18,shipped,5168 Anthony Views,Whitemouth,ID,43815,7.45,2266.14
509,965,2025-05-04,delivered,93587 Todd Circle,North Brian,VA,46553,6.01,3417.16
510,947,2025-10-22,cancelled,18789 Rebecca Centers Suite 299,Drewberg,MI,45874,13.66,1270.06
511,742,2025-07-13,delivered,349 Gina Fords,Lake Krista,HI,89254,14.92,3498.78
512,392,2025-03-03,delivered,58330 Ricardo Cliffs,East Donald,NM,55885,8.46,2731.17
513,220,2025-08-08,processing,7447 Alexander Roads,North Marymouth,PW,84414,10.5,6172.78
514,457,2025-08-03,processing,876 Castillo Inlet,Jamieborough,LA,84116,5.69,1057.83
515,635,2025-07-09,cancelled,7843 Williams Cliff,New Kathleenton,ID,26425,9.92,5398.54
516,303,2025-08-11,delivered,36375 Robert Island Apt. 335,Port Laurafurt,IA,95804,13.24,4087.66
517,564,2025-07-12,delivered,457 Robert Ways Apt. 530,West Ebony,DC,57252,6.22,2101.28
518,287,2025-08-27,delivered,73226 Sherry Mission,Lake Zachary,AK,17547,7.74,2149.9
519,205,2025-01-19,cancelled,009 Rivera Vista Apt. 029,New Crystal,UT,35168,9.98,592.03
520,822,2025-11-08,cancelled,6789 Welch Harbor Suite 981,Brownton,IN,21595,20.9,3001.21
521,392,2025-10-05,shipped,442 Daniel Plains,Jillborough,DC,12736,14.59,3156.82
522,801,2025-08-22,delivered,00429 Bennett Field,Port Davidborough,TX,00729,11.88,2071.85
523,580,2025-06-13,cancelled,202 Kayla Knolls Apt. 002,Michaelborough,CO,67536,11.43,1437.81
524,277,2025-11-09,processing,2314 Alison Haven,Jerrybury,AL,46451,5.52,5049.05
525,612,2025-02-04,processing,627 Young Bypass Suite 632,Derrickbury,PA,58159,5.59,2989.82
526,831,2025-10-09,shipped,8813 Joshua Well Apt. 375,Gilbertport,CA,41044,6.17,3694.73
527,484,2025-02-11,cancelled,13988 Hale Inlet Apt. 953,Lake Samantha,CT,67929,12.15,454.07
528,599,2025-10-18,processing,84088 Jenkins Forges Apt. 285,North Edwin,AR,06903,24.48,906.69
529,103,2025-09-10,processing,4851 Bell Walks,Greenfort,GU,04638,18.14,2763.07
530,273,2025-01-20,cancelled,87039 Luna Stream,Fredbury,TN,48045,21.33,3501.61
531,940,2025-06-27,pending,16980 Arnold Forks,Courtneyborough,TX,93807,20.28,2667.49
532,971,2025-11-03,processing,44626 Cox Crossing,Elizabethmouth,DC,30517,16.51,2221.07
533,817,2025-03-16,delivered,72748 Gibson Ranch Apt. 705,Sandraview,MS,13428,12.1,3406.67
534,860,2025-04-26,processing,60684 Jimenez Springs Apt. 674,New Joyburgh,MS,04420,8.52,475.38
535,607,2025-01-08,shipped,007 Daniel Meadow Suite 802,East Stacey,TX,99353,21.12,2999.38
536,715,2025-05-18,shipped,88148 Weaver Rapids,Paulmouth,KS,10161,23.28,996.51
537,29,2025-07-27,shipped,2296 Roger River,East Kristinburgh,WY,96301,23.95,4080.37
538,578,2024-12-26,processing,952 Angela Meadows,Holmesberg,IL,86962,16.26,2337.13
539,193,2025-06-13,delivered,6765 Cohen Point Suite 378,Colonhaven,MI,44291,15.84,2946.01
540,180,2025-06-16,delivered,18972 Baldwin Crescent Suite 063,South Crystal,MP,60243,5.76,2048.71
541,58,2025-02-16,processing,67326 Jimmy Circles Suite 936,Brandonfurt,DC,06521,17.03,3068.73
542,21,2025-07-26,cancelled,820 Parker Radial,Jenniferchester,HI,97628,14.56,1614.8
543,340,2025-09-18,cancelled,324 Greene Street,Lake Davidland,LA,87055,9.03,2029.84
544,134,2025-07-21,shipped,15825 Rosario Junctions Apt. 434,New Sarah,MI,08486,19.34,898.16
545,941,2024-12-03,shipped,992 Michael Circle Apt. 415,Karenberg,VT,71725,6.19,1377.16
546,152,2025-01-20,cancelled,83527 Robert Mission Suite 149,Fosterberg,IN,52360,19.09,4619.47
547,146,2025-11-13,pending,0324 Ian Haven,South Stephaniemouth,OR,94117,21.93,1688.64
548,882,2025-11-06,shipped,117 Barry Estates,Leonfurt,AL,81928,24.21,1597.76
549,383,2024-11-21,delivered,1720 Meadows Estate,Roweshire,KY,26229,16.72,2971.51
550,345,2025-11-11,shipped,11997 Thomas Pike Suite 256,West Rickchester,OH,71659,11.45,2838.19
551,1000,2025-10-27,processing,650 Malone Lane Suite 062,Jeremyfort,GU,41057,19.65,2441.72
552,448,2025-06-22,delivered,711 Rose Loop,West Kayla,ID,15867,17.98,4447.12
553,179,2025-02-06,cancelled,27064 Collins Pines,Port Ashley,SD,74787,18.87,2961.57
554,952,2025-09-15,cancelled,791 John Street Apt. 379,South Chadhaven,MA,94358,20.74,1745.43
555,229,2024-11-13,cancelled,7064 Bradford Ranch Apt. 057,Simmonsland,LA,02116,21.29,1269.61
556,388,2025-04-02,shipped,0054 Angela Forge,Vanessaview,AZ,73572,19.68,1805.73
